(('technologies', 'industrial', 'informatics'), 1)
(('industrial', 'informatics', '40th'), 1)
(('informatics', '40th', 'computer'), 1)
(('40th', 'computer', 'safety'), 1)
(('security', 'safecomp', 'held'), 1)
(('safecomp', 'held', 'conjunction'), 1)
(('held', 'conjunction', 'decsos'), 1)
(('conjunction', 'decsos', 'mapsod'), 1)
(('decsos', 'mapsod', 'depdevops'), 1)
(('mapsod', 'depdevops', 'usdai'), 1)
(('depdevops', 'usdai', 'waise'), 1)
(('usdai', 'waise', 'availability'), 1)
(('waise', 'availability', 'reliability'), 1)
(('reliability', 'security', 'leveraging'), 1)
(('security', 'leveraging', 'applications'), 1)
(('formal', 'methods', 'isola'), 1)
(('methods', 'isola', 'software'), 1)
(('isola', 'software', 'systems'), 1)
(('systems', 'modeling', 'systems'), 1)
(('modeling', 'systems', 'enterprise'), 1)
(('object', 'computing', 'information'), 1)
